彖	彑 bj
誚	言⺝ sv
誛	言又 sr
誝	言口 sd
語	言口 sd
誟	言子 sh
誢	言見 se
誣	言人 sj
誥	言口 sd
誩	言言 ss
說	言儿 sp
説	言儿 sp
誮	言 sv
誯	言曰 so
誱	言龰 ss
課	言木 se
誳	言凵 sm
誴	言示 sf
誵	言⺝ sv
誶	言十 sn
誸	言幺 si
誹	言非 sr
誺	言人 sj
誼	言且 sf
誽	言儿 sp
調	言口 sd
諀	言十 sn
諃	言木 se
諄	言子 sh
諅	言 zs
諆	言 sh
談	言火 sc
諈	言士 sg
諉	言女 sb
請	言⺝ sv
諎	言日 so
諏	言又 sr
諐	亻言 js
諒	言小 sy
諓	言戈 sp
諔	言又 sr
諕	言虎 sz
論	言侖 sj
諗	言心 sh
諙	言日 so
諚	言疋 st
諛	言人 sj
諝	言⺝ sv
諞	言 si
諟	言 st
諡	言皿 sa
諢	言車 sy
諥	言里 sd
諦	言巾 sr
諧	言白 su
諪	言丁 sa
諭	言刂 sp
諮	言口 sd
諰	言心 sh
諳	言音 sx
諵	言 sg
諷	言虫 sc
諸	言日 so
諻	言王 sn
諼	言又 sr
諽	言革 st
諾	言口 sd
謀	言木 se
謂	言⺝ sv
謃	言生 sl
謆	言羽 sz
謉	言鬼 sa
謌	言可 sz
謍	火言 cs
謎	言辶 su
謏	言又 sr
謐	言皿 sa
謑	言大 sm
謒	言口 sd
謓	言 sh
謖	言夊 sh
謗	言方 sl
謘	言辛 sn
謙	言 sc
謚	言皿 sa
謜	言小 sy
謝	言寸 sk
謞	言高 sg
謟	言臼 sp
謠	言缶 sa
謡	言缶 sa
謤	言示 sf
謧	言禸 sv
謨	言大 sm
謩	艹言 ls
謪	言口 sd
謫	言古 sc
謭	言刀 sp
謮	言貝 so
謯	言且 sf
謰	言辶 su
謱	言女 sb
謴	言貝 so
謶	言灬 sc
謹	言龶 sa
謺	土言 gs
謻	言夕 sl
謾	言又 sr
謿	言月 sv
譀	言攵 sh
譂	言十 sn
譄	言曰 so
譆	言口 sd
譇	言日 so
譈	言攵 sh
譊	言儿 sp
譋	言月 sv
譌	言灬 sc
譏	言丶 si
譐	言寸 sk
譑	言口 sd
譒	言田 sq
譓	言心 sh
譔	言八 sh
譕	言灬 sc
譗	言口 sd
譙	言灬 sc
譚	言十 sn
譛	言曰 so
譜	言日 so
譟	言木 se
譡	言田 sq
譢	言辶 su
譣	言人 sj
譧	言 sc
譩	言心 sh
譭	言殳 sr
譮	言曰 so
譯	言 sg
譱	羊言 gs
譲	言一 sf
譳	言而 sl
譴	言辶 su
譵	言寸 sk
譶	言言 ss
譸	言寸 sk
譺	言疋 st
譾	言羽 sz
譿	言心 sh
讀	言貝 so
讁	言辶 su
讃	言貝 so
讆	行言 ps
讉	言辶 su
讋	龍言 ts
讌	言灬 sc
讏	行言 ps
讐	隹言 us
讔	言心 sh
讘	言耳 sq
讚	言貝 so
讛	言云 sb
讜	言黑 sp
诪	讠寸 sk
谻	谷 hu
谽	谷口 hd
谾	谷工 hu
豀	谷大 hm
豃	谷攵 hh
豄	谷貝 ho
豅	谷龍 ht
豣	豕干 je
豰	士殳 gr
豱	豕皿 ja
豴	豕古 jc
負	⺈貝 xo
貣	弋貝 po
貥	貝几 oo
貦	貝儿 op
貧	八貝 ho
貨	亻貝 jo
販	貝又 or
貪	亽貝 jo
貯	貝丁 oa
貰	廿貝 lo
貱	貝皮 or
貲	貝 so
貵	厶貝 ko
貸	亻貝 jo
貹	貝生 ol
貺	貝儿 op
貼	貝口 od
貽	貝口 od
賀	力貝 so
賁	十貝 no
賂	貝各 os
賃	亻貝 jo
賄	貝⺝ ov
賅	貝亥 ok
資	冫貝 wo
賉	貝皿 oa
賊	貝𠂇 on
賋	貝乂 ob
賌	亥貝 ko
賍	貝土 og
賏	貝貝 oo
賒	貝示 of
賓	宀貝 wo
賖	貝 ox
賙	貝口 od
賚	木貝 eo
賛	夫貝 ho
賜	貝 oe
賟	貝 oh
賡	广貝 xo
賤	貝戈 op
賥	貝十 on
賦	貝止 os
賧	貝火 oc
賨	宀貝 wo
賩	貝示 of
賭	貝日 oo
賯	貝子 oh
賰	貝日 oo
賱	貝車 oy
賲	亻貝 jo
賳	貝口 od
賵	貝目 oq
賶	貝口 od
賹	貝皿 oa
賺	貝 oc
賽	宀貝 wo
贃	貝心 oh
贄	土貝 go
贇	文貝 vo
贈	貝曰 oo
贉	貝十 on
贊	⺧貝 qo
贔	貝貝 oo
贖	貝貝 oo
贘	貝貝 oo
贚	貝龍 ot
贛	音貝 xo
赥	土欠 ge
赨	土虫 gc
赩	土巴 gm
赬	土貝 go
赮	土又 gr
赯	土口 gd
赲	走力 ps
赸	走山 pv
赹	走冫 pw
赼	走欠 pe
趀	走𠂔 pt
趂	走小 py
趃	走夫 ph
趇	走立 pi
趈	走口 pd
趉	走凵 pm
趌	走口 pd
趍	走夕 pl
趎	走未 pa
趏	走舌 pa
趐	走羽 pz
趓	走木 pe
趕	走干 pe
趖	走土 pg
趗	走足 pp
趙	走⺝ pv
趚	走束 px
趜	走米 pp
趝	走心 ph
趞	走日 po
趠	走十 pn
趢	走氺 pk
趦	走口 pd
趧	走 pt
趪	走黄 pn
趫	走口 pd
趬	走儿 pp
趭	走灬 pc
趰	走 pf
趲	走貝 po
趶	⻊ pn
趽	⻊方 pl
跁	⻊巴 pm
跉	⻊龴 pk
跊	⻊未 pa
跍	⻊古 pc
跒	⻊可 pz
跓	⻊王 pn
跔	⻊句 pg
跕	⻊口 pd
跘	⻊ pu
跙	⻊且 pf
跜	⻊匕 pv
跠	⻊弓 pb
跢	⻊夕 pl
跥	⻊木 pe
跦	⻊未 pa
跧	⻊王 pn
跭	⻊㐄 pv
跮	⻊至 py
跲	⻊口 pd
跴	⻊西 pv
跼	⻊口 pd
跿	⻊走 pp
踀	⻊足 pp
踃	⻊⺝ pv
踆	⻊夊 ph
踈	⻊束 px
踋	⻊卩 pz
踍	⻊子 ph
踎	⻊口 pd
踐	⻊戈 pp
踑	⻊ ph
踖	⻊日 po
踗	⻊心 ph
踘	⻊米 pp
踙	⻊又 pr
踚	⻊侖 pj
踛	⻊土 pg
踜	⻊夊 ph
踠	⻊⺋ pz
踡	⻊⺋ pz
踤	⻊十 pn
踥	⻊女 pb
踧	⻊又 pr
踨	⻊龰 ps
踰	⻊刂 pp
踲	⻊目 pq
踳	⻊日 po
踴	⻊力 ps
踷	⻊日 po
踼	⻊ pe
踿	⻊火 pc
蹃	⻊口 pd
蹆	⻊辶 pu
蹌	⻊口 pd
蹎	⻊ ph
蹓	⻊田 pq
蹗	⻊鹿 px
蹛	⻊巾 pr
蹞	⻊頁 pw
蹟	⻊貝 po
蹠	⻊灬 pc
蹡	⻊寸 pk
蹣	⻊㒳 pm
蹥	⻊辶 pu
蹧	⻊曰 po
蹨	⻊灬 pc
蹪	⻊貝 po
蹱	⻊里 pd
蹳	⻊殳 pr
蹵	足 gp
蹸	⻊㐄 pv
蹺	⻊儿 pp
蹻	⻊口 pd
躀	⻊貝 po
躂	⻊辶 pu
躉	艹足 lp
躊	⻊寸 pk
躎	⻊ pf
躓	⻊貝 po
躗	行足 pp
躘	⻊龍 pt
躛	行足 pp
躡	⻊耳 pq
躤	⻊日 po
躦	⻊貝 po
躧	⻊鹿 px
軍	冖車 wy
軰	車 ay
輂	龷車 ly
輌	車両 ym
輘	車夊 yh
輝	光車 my
輦	夫車 hy
輰	車 ye
輲	車而 yl
輼	車皿 ya
轠	車田 yq
辝	厶辛 kn
辡	辛 nn
辤	爫辛 yn
辥	辛 sn
辭	爫辛 yn
辵	辵 uc
辶	辶 uc
辺	刀辶 pu
辻	十辶 nu
迀	干辶 eu
迃	二辶 mu
迉	尸辶 cu
迊	一辶 fu
迋	王辶 nu
迌	月辶 vu
迏	大辶 mu
迒	亠辶 zu
迖	犬辶 mu
迗	一辶 fu
迚	口辶 du
迡	尸辶 cu
迣	廿辶 lu
迧	日辶 ou
迬	丶辶 iu
迯	夕辶 lu
迱	宀辶 wu
迴	囗辶 ru
迵	冂辶 mu
迶	𠂇辶 nu
迻	夕辶 lu
迼	士辶 gu
迾	歹辶 gu
逇	土辶 gu
逎	酉辶 yu
逘	厶辶 ku
這	言辶 su
逜	五辶 wu
逤	氵辶 ku
逧	谷辶 hu
逨	木辶 eu
逩	大辶 mu
逪	龷辶 lu
逰	扌辶 uu
週	⺆辶 mu
逳	辶 bu
逷	日辶 ou
逹	土辶 gu
逽	艹辶 lu
逿	日辶 ou
遃	辶 iu
遅	尸辶 cu
遈	日辶 ou
運	冖辶 wu
達	土辶 gu
遖	十辶 nu
遙	辶 vu
遚	臼辶 pu
遜	子辶 hu
遝	罒辶 yu
遟	尸辶 cu
遠	土辶 gu
遧	音辶 xu
適	辶 iu
遪	厶辶 ku
遯	月辶 vu
遰	艹辶 lu
遱	辶 ku
遶	土辶 gu
遷	覀辶 vu
選	巳辶 vu
遺	辶 cu
邁	艹辶 lu
邅	亠辶 zu
邉	自辶 ou
邊	自辶 ou
邍	夂辶 hu
邎	辶 vu
邒	丁阝 at
邞	夫阝 ht
邟	亠阝 zt
邧	二阝 mt
邭	句阝 gt
郀	大阝 mt
郂	亥阝 kt
郆	士阝 gt
郉	阝 et
郋	自阝 ot
郕	戊阝 nt
郘	口阝 dt
郟	大阝 mt
郥	貝阝 ot
郩	㐅阝 bt
郮	⺆阝 mt
郱	䒑阝 ht
郲	木阝 et
郳	臼阝 pt
郵	千阝 lt
郻	目阝 qt
鄁	阝 at
鄆	冖阝 wt
鄇	亻阝 jt
鄋	臼阝 pt
鄎	自阝 ot
鄏	辰阝 ft
鄓	自阝 ot
鄖	口阝 dt
鄤	曰阝 ot
鄦	𠂉阝 et
鄩	彐阝 bt
鄬	爫阝 yt
鄭	丷阝 ht
鄰	米阝 pt
鄲	口阝 dt
鄶	亼阝 jt
鄸	艹阝 lt
鄺	广阝 xt
鄻	夫阝 ht
鄼	夫阝 ht
鄿	艹阝 lt
酀	廿阝 lt
酄	艹阝 lt
酇	⺧阝 qt
酑	酉 yn
酘	酉殳 yr
酛	酉儿 yp
酜	酉夫 yh
酟	酉口 yd
酠	酉可 yz
酧	酉寸 yk
酫	酉王 yn
酭	酉⺝ yv
酻	酉子 yh
酼	酉 yo
醁	酉氺 yk
醂	酉木 ye
醄	酉缶 ya
醆	酉戈 yp
醈	酉火 yc
醏	酉日 yo
醓	酉皿 ya
醗	酉儿 yp
醙	酉又 yr
醜	酉鬼 ya
醝	酉工 yu
醠	酉皿 ya
醡	酉乍 yw
醥	酉示 yf
醩	酉曰 yo
醰	酉十 yn
醱	酉殳 yr
醳	酉 yg
醶	酉人 yj
醷	酉心 yh
醸	酉一 yf
醹	酉而 yl
醻	酉寸 yk
醼	酉灬 yc
釂	酉寸 yk
釃	酉鹿 yx
釖	金刀 zp
釗	金刂 zp
釘	金丁 za
釛	金力 zs
針	金十 zn
釞	金入 zj
釟	金八 zh
釠	金几 zo
釥	金小 zy
釦	金口 zd
釨	金子 zh
釪	金 zn
釬	金干 ze
釭	金工 zu
釱	金大 zm
釲	金巳 zv
釴	金弋 zp
釷	金土 zg
釸	金夕 zl
釹	金女 zb
釺	金千 zl
鈀	金巴 zm
鈁	金方 zl
鈅	金月 zv
鈆	金厶 zk
鈇	金夫 zh
鈉	金人 zj
鈊	金心 zh
鈋	金 zv
鈎	金厶 zk
鈑	金又 zr
鈕	金土 zg
鈖	金刀 zp
鈗	金儿 zp
鈘	金支 zc
鈚	金匕 zv
鈛	金戈 zp
鈝	金牛 zq
鈞	金冫 zw
鈟	金丨 zg
鈠	金殳 zr
鈢	金木 ze
鈤	金日 zo
鈥	金火 zc
鈧	金几 zo
鈨	金儿 zp
鈩	金户 zm
鈪	金⺋ zz
鈫	金文 zv
鈮	金匕 zv
鈯	金凵 zm
鈰	金巾 zr
鈳	金可 zz
鈴	金龴 zk
鈵	金人 zj
鈶	金口 zd
鈷	金古 zc
鈹	金皮 zr
鈺	金丶 zi
鈻	金㠯 zk
鈼	金乍 zw
鈽	金巾 zr
鈿	金田 zq
鉂	金 zb
鉃	金矢 zo
鉄	金夫 zh
鉆	金口 zd
鉈	金匕 zv
鉉	金幺 zi
鉊	金口 zd
鉋	金巳 zv
鉌	金禾 zx
鉎	金生 zl
鉏	金且 zf
鉐	金石 zm
鉑	金白 zu
鉒	金王 zn
鉓	金巾 zr
鉗	金甘 zz
鉙	金八 zh
鉚	金卯 zb
鉛	金口 zd
鉜	金寸 zk
鉝	金立 zi
鉠	金大 zm
鉡	金 zu
鉣	金厶 zk
鉤	金句 zg
鉦	金止 zs
鉨	金小 zy
鉫	金口 zd
鉬	金目 zq
鉯	金人 zj
鉰	金口 zd
鉳	金匕 zv
鉵	金虫 zc
鉶	金刂 zp
鉷	金八 zh
鉸	金乂 zb
鉹	金夕 zl
鉺	金耳 zq
鉻	金各 zs
鉽	金工 zu
鉿	金口 zd
銁	金日 zo
銃	金儿 zp
銄	金口 zd
銅	金口 zd
銆	金白 zu
銇	金耒 za
銈	金土 zg
銌	金子 zh
銍	金至 zy
銏	金册 zi
銑	金儿 zp
銓	金王 zn
銔	金十 zn
銕	金弓 zb
銖	金未 za
銗	金口 zd
銘	金口 zd
銛	金舌 za
銝	金木 ze
銟	金巾 zr
銠	金老 zq
銡	金口 zd
銢	金水 zk
銣	金口 zd
銤	金米 zp
銥	金衣 zt
銦	金大 zm
銧	金光 zm
銨	金女 zb
銩	金厶 zk
銪	金⺝ zv
銫	金巴 zm
銯	金糸 zi
銰	金乂 zb
銱	金巾 zr
銲	金干 ze
銳	金儿 zp
銷	金⺝ zv
銼	金土 zg
銽	金口 zd
銾	金水 zk
鋁	金口 zd
鋄	金又 zr
鋅	金辛 zn
鋇	金貝 zo
鋉	金束 zx
鋊	金谷 zh
鋋	金廴 zu
鋌	金廴 zu
鋎	金儿 zp
鋏	金人 zj
鋐	金厶 zk
鋒	金丰 za
鋓	金刂 zp
鋔	金 zp
鋕	金心 zh
鋖	金女 zb
鋙	金口 zd
鋜	金足 zp
鋟	金又 zr
鋡	金口 zd
鋢	金子 zh
鋣	金阝 zt
鋤	金力 zs
鋥	金王 zn
鋦	金口 zd
鋧	金見 ze
鋭	金儿 zp
鋯	金口 zd
鋰	金里 zd
鋱	金心 zh
鋲	金 zh
鋳	金寸 zk
鋴	金儿 zp
鋵	金几 zo
鋷	金又 zr
鋸	金古 zc
鋺	金⺋ zz
鋼	金山 zv
鋽	金十 zn
鋿	金尚 zs
錀	金侖 zj
錁	金木 ze
錂	金夊 zh
錄	金氺 zk
錆	金⺝ zv
錈	金⺋ zz
錉	金日 zo
錊	金十 zn
錋	金月 zv
錌	金干 ze
錍	金十 zn
錒	金可 zz
錕	金匕 zv
錗	金女 zb
錘	金士 zg
錜	金心 zh
錝	金示 zf
錞	金子 zh
錟	金火 zc
錠	金疋 zt
錡	金可 zz
錢	金戈 zp
錤	金 zh
錥	金⺝ zv
錨	金田 zq
錩	金曰 zo
錪	金 zh
錫	金 ze
錭	金口 zd
錮	金古 zc
錯	金日 zo
錰	金灬 zc
錱	金王 zn
録	金氺 zk
錳	金皿 za
錴	金土 zg
錵	金 zv
錷	金乚 za
錸	金人 zj
錹	金⺝ zv
錺	金方 zl
錻	金止 zs
錼	金示 zf
錽	金夊 zh
錿	金虎 zz
鍀	金寸 zk
鍁	金欠 ze
鍃	金心 zh
鍄	金小 zy
鍅	金厶 zk
鍆	金門 za
鍇	金白 zu
鍈	金大 zm
鍍	金又 zr
鍎	金目 zq
鍐	金夊 zh
鍑	金夊 zh
鍒	金木 ze
鍕	金車 zy
鍗	金巾 zr
鍘	金刂 zp
鍚	金 ze
鍛	金殳 zr
鍜	金又 zr
鍞	金貝 zo
鍟	金生 zl
鍠	金王 zn
鍤	金臼 zp
鍥	金大 zm
鍩	金口 zd
鍬	金火 zc
鍭	金矢 zo
鍮	金刂 zp
鍰	金又 zr
鍱	金木 ze
鍵	金廴 zu
鍶	金心 zh
鍷	金土 zg
鍸	金月 zv
鍺	金日 zo
鍽	金 zi
鍾	金里 zd
鎁	金阝 zt
鎂	金大 zm
鎆	金刂 zp
鎇	金目 zq
鎈	金工 zu
鎉	金羽 zz
鎊	金方 zl
鎋	金口 zd
鎌	金 zc
鎍	金糸 zi
鎎	金米 zp
鎐	金缶 za
鎒	金寸 zk
鎓	金羽 zz
鎔	金谷 zh
鎕	金口 zd
鎖	金貝 zo
鎗	金口 zd
鎚	金辶 zu
鎞	金匕 zv
鎟	金木 ze
鎡	金幺 zi
鎢	金烏 zx
鎤	金光 zm
鎦	金田 zq
鎩	金殳 zr
鎪	金又 zr
鎬	金高 zg
鎭	金八 zh
鎮	金 zh
鎯	金阝 zt
鎰	金皿 za
鎲	金儿 zp
鎳	金木 ze
鎴	金心 zh
鎶	金可 zz
鎷	金馬 zn
鎹	金辶 zu
鎺	金且 zf
鎻	金貝 zo
鎼	金手 zu
鎽	金丰 za
鏀	金 zp
鏁	金木 ze
鏃	金矢 zo
鏄	金寸 zk
鏆	金貝 zo
鏇	金疋 zt
鏈	金辶 zu
鏋	金㒳 zm
鏌	金大 zm
鏍	金糸 zi
鏏	金彐 zb
鏑	金古 zc
鏔	金八 zh
鏕	金鹿 zx
鏗	金土 zg
鏘	金寸 zk
鏛	金巾 zr
鏜	金土 zg
鏝	金又 zr
鏟	金生 zl
鏠	金辶 zu
鏡	金儿 zp
鏢	金示 zf
鏣	金灬 zc
鏤	金女 zb
鏥	金白 zu
鏪	金曰 zo
鏫	金木 ze
鏭	金心 zh
鏮	金氺 zk
鏯	金乂 zb
鏰	金月 zv
鏱	金十 zn
鏲	金牛 zq
鏳	金曰 zo
鏴	金各 zs
鏶	金木 ze
鏸	金心 zh
鏹	金虫 zc
鏺	金殳 zr
鏻	金㐄 zv
鏼	金冂 zm
鏾	金攵 zh
鏿	金木 ze
鐀	金貝 zo
鐃	金儿 zp
鐄	金黄 zn
鐇	金田 zq
鐈	金口 zd
鐊	金 ze
鐋	金 ze
鐎	金灬 zc
鐏	金寸 zk
鐑	金口 zd
鐒	金力 zs
鐓	金攵 zh
鐔	金十 zn
鐖	金丶 zi
鐗	金月 zv
鐘	金里 zd
鐚	金心 zh
鐛	金小 zy
鐞	金寸 zk
鐟	金曰 zo
鐠	金日 zo
鐡	金戈 zp
鐥	金口 zd
鐧	金日 zo
鐨	金貝 zo
鐩	金辶 zu
鐭	金大 zm
鐮	金 zc
鐯	金日 zo
鐱	金人 zj
鐳	金田 zq
鐵	金王 zn
鐸	金 zg
鐹	金辶 zu
鐺	金田 zq
鐼	金貝 zo
鐽	金辶 zu
鐿	金心 zh
鑀	金夂 zh
鑁	金夊 zh
鑂	金黑 zp
鑄	金寸 zk
鑅	金木 ze
鑆	金寸 zk
鑈	金 zf
鑌	金貝 zo
鑏	金丁 za
鑐	金而 zl
鑑	金皿 za
鑓	金辶 zu
鑔	金示 zf
鑕	金貝 zo
鑗	金氺 zk
鑙	金日 zo
鑛	金黄 zn
鑜	金貝 zo
鑟	金貝 zo
鑢	金心 zh
鑤	金氺 zk
鑥	金日 zo
鑦	金貝 zo
鑨	金龍 zt
鑪	金皿 za
鑬	金見 ze
鑮	金寸 zk
鑷	金耳 zq
鑽	金貝 zo
钂	金黑 zp
钃	金虫 zc
铇	钅巳 zv
铦	钅舌 za
锠	钅曰 zo
镸	镸 pc
闗	門灬 ac
闙	門口 ad
闬	门干 ae
阓	门贝 ao
阝	阝 te
阞	阝力 ts
阥	阝水 tk
阦	阝火 tc
阨	阝⺋ tz
阬	阝几 to
阭	阝儿 tp
阯	阝止 ts
阰	阝匕 tv
阷	阝止 ts
阹	阝厶 tk
阾	阝龴 tk
陃	阝人 tj
陊	阝夕 tl
陏	阝⺝ tv
陒	阝⺋ tz
陗	阝⺝ tv
陚	阝止 ts
陜	阝人 tj
陝	阝入 tj
陣	阝車 ty
陥	阝日 to
陦	阝寸 tk
陫	阝非 tr
陭	阝可 tz
陯	阝侖 tj
陰	阝云 tb
陸	阝土 tg
陹	阝日 to
陼	阝日 to
陽	阝 te
陾	阝大 tm
隀	阝里 td
隂	阝镸 tp
隄	阝 tt
隉	阝工 tu
隌	阝音 tx
階	阝白 tu
隒	阝 tc
隓	阝工 tu
隕	阝貝 to
隖	阝烏 tx
隚	阝土 tg
際	阝示 tf
隝	阝鳥 tx
隟	阝木 te
隡	阝生 tl
隢	阝儿 tp
隣	阝㐄 tv
隤	阝貝 to
隨	阝辶 tu
險	阝人 tj
隫	阝貝 to
隬	阝 tf
隭	阝而 tl
隯	阝寸 tk
隲	阝馬 tn
隴	阝龍 tt
隸	木氺 ek
雟	口 sd
雬	⻗木 te
雰	⻗刀 tp
雲	⻗云 tb
雴	⻗立 ti
雵	⻗大 tm
雸	⻗甘 tz
雼	⻗石 tm
霂	⻗木 te
霃	⻗ tp
霋	⻗女 tb
霌	⻗口 td
霑	⻗口 td
霔	⻗王 tn
霗	⻗龴 tk
霘	⻗口 td
霙	⻗大 tm
霝	⻗口 td
霟	⻗八 th
霣	⻗貝 to
霤	⻗田 tq
霧	⻗力 ts
霩	⻗阝 tt
霳	⻗生 tl
霶	⻗方 tl
霷	⻗ te
霺	⻗攵 th
靅	⻗貝 to
靆	⻗辶 tu
靇	⻗龍 tt
靉	⻗夂 th
靌	⻗貝 to
靍	⻗鳥 tx
靔	龶气 av
靗	龶光 am
靝	龶米 ap
靪	革丁 ta
靯	革土 tg
靵	革土 tg
靹	革人 tj
靻	革且 tf
鞀	革口 td
鞂	革禾 tx
鞄	革巳 tv
鞆	革人 tj
鞇	革大 tm
鞈	革口 td
鞊	革口 td
鞏	工革 ut
鞓	革王 tn
鞕	革 tb
鞖	革女 tb
鞗	亻革 jt
鞚	革工 tu
鞝	革尚 ts
鞞	革十 tn
鞢	革木 te
鞤	土革 gt
鞦	革火 tc
鞩	革刂 tp
鞰	革皿 ta
鞱	革臼 tp
鞵	革大 tm
鞶	舟革 it
鞹	革阝 tt
鞺	革土 tg
鞻	革女 tb
鞼	革貝 to
鞽	革口 td
鞿	革丶 ti
韃	革辶 tu
韅	革灬 tc
韇	革貝 to
韷	音凵 xm
韸	音丰 xa
韹	音王 xn
韺	音大 xm
韻	音貝 xo
韼	音辶 xu
韽	亽音 jx
頋	厂頁 xw
頌	八頁 hw
頍	支頁 cw
頏	亠頁 zw
預	予頁 iw
頑	二頁 mw
頒	八頁 hw
頔	由頁 dw
頖	丷頁 hw
領	亽頁 jw
頚	又頁 rw
頛	耒頁 aw
頜	亼頁 jw
頝	六頁 aw
頞	宀頁 ww
頟	各頁 sw
頠	⺈頁 xw
頡	士頁 gw
頢	舌頁 aw
頦	亥頁 kw
頨	羽頁 zw
頩	䒑頁 hw
頫	儿頁 pw
頮	水頁 kw
頯	頁 vw
頰	大頁 mw
頲	㇒頁 tw
頳	土頁 gw
頴	匕頁 vw
頶	⺧頁 qw
頷	亽頁 jw
頻	止頁 sw
頾	彡匕 ev
顀	隹頁 uw
顁	宀頁 ww
顂	木頁 ew
顃	火頁 cw
顅	户頁 mw
顆	田頁 qw
顇	亠頁 zw
顈	匕頁 vw
顉	金頁 zw
顊	丿頁 tw
顋	田頁 qw
額	宀頁 ww
顎	口頁 dw
顏	文頁 vw
顐	冖頁 ww
顑	戊頁 nw
顒	田頁 qw
顓	山頁 vw
顔	頁 iw
顕	日頁 ow
願	厂頁 xw
顙	又頁 rw
顚	匕頁 vw
顛	十頁 nw
顝	骨頁 fw
顠	覀頁 vw
顢	廿頁 lw
顤	土頁 gw
顥	日頁 ow
顦	隹頁 uw
顧	户頁 mw
顩	亼頁 jw
顪	止頁 sw
顫	亠頁 zw
顬	⻗頁 tw
顭	艹頁 lw
顮	宀頁 ww
顯	日頁 ow
顰	止十 sn
顲	火頁 cw
顴	艹頁 lw
颒	水页 kw
颕	匕页 vw
颣	米页 pw
風	⺇虫 oc
颫	⺇夫 oh
颭	⺇口 od
颮	⺇巳 ov
颰	⺇丶 oi
颱	⺇口 od
颲	⺇刂 op
颳	⺇舌 oa
颴	⺇疋 ot
颵	⺇⺝ ov
颶	⺇ oh
颷	⺇火 oc
颸	⺇心 oh
颺	⺇ oe
颻	爫虫 yc
颼	⺇又 or
颾	⺇虫 oc
飀	⺇田 oq
飃	⺇示 of
飄	覀虫 vc
飈	⺇火 oc
飊	火虫 cc
飌	艹虫 lc
飍	⺇虫 oc
飖	爫乂 yb
飢	飠几 qo
飣	飠丁 qa
飤	飠人 qj
飦	飠干 qe
飫	飠大 qm
飭	飠力 qs
飮	𩙿欠 qe
飯	飠又 qr
飲	飠欠 qe
飳	飠王 qn
飴	飠口 qd
飵	飠乍 qw
飷	飠且 qf
飹	飠卯 qb
飼	飠口 qd
飽	飠巳 qv
飾	飠巾 qr
飿	飠凵 qm
餀	飠乂 qb
餂	飠舌 qa
餃	飠乂 qb
餄	飠口 qd
餇	飠口 qd
餉	飠口 qd
餌	飠耳 qq
餎	飠各 qs
餏	飠衣 qt
餒	飠女 qb
餕	飠夊 qh
餗	飠束 qx
餘	飠 qx
餙	飠巾 qr
餚	飠⺝ qv
餛	飠匕 qv
餜	飠木 qe
餝	飠方 ql
餞	飠戈 qp
餠	飠干 qe
餤	飠火 qc
餧	飠女 qb
餩	飠亥 qk
餪	飠大 qm
餫	飠車 qy
餬	飠月 qv
餭	飠王 qn
餱	飠矢 qo
餶	飠骨 qf
餸	飠辶 qu
餹	飠口 qd
餻	飠灬 qc
餼	飠米 qp
餽	飠鬼 qa
餾	飠田 qq
餿	飠又 qr
饀	飠臼 qp
饃	飠大 qm
饄	飠土 qg
饅	飠又 qr
饈	飠土 qg
饉	飠龶 qa
饊	飠攵 qh
饋	飠貝 qo
饌	飠八 qh
饍	飠口 qd
饎	飠口 qd
饑	飠丶 qi
饒	飠儿 qp
饓	飠木 qe
饙	飠貝 qo
饝	飠石 qm
饡	飠貝 qo
饤	饣丁 qa
馮	冫馬 wn
駂	匕馬 vn
駑	女馬 bn
駕	力馬 sn
騗	户馬 mn
騘	馬心 nh
騞	馬石 nm
騭	阝馬 tn
騰	月馬 vn
騺	土馬 gn
驀	艹馬 ln
驑	馬田 nq
驖	馬王 nn
驘	亡丶 fi
驚	艹馬 ln
驡	龍馬 tn
骔	马示 nf
骬	骨 fn
骮	骨弋 fp
骯	骨几 fo
骲	骨巳 fv
骳	骨皮 fr
骴	骨匕 fv
骹	骨乂 fb
骽	骨女 fb
骾	骨 fb
髄	骨辶 fu
髇	骨高 fg
髈	骨方 fl
髊	骨工 fu
髍	骨麻 fz
髏	骨女 fb
髐	骨儿 fp
髕	骨貝 fo
髗	骨皿 fa
髙	髙 gg
髚	高几 go
髝	高力 gs
髞	高木 ge
鬾	鬼支 ac
魌	鬼 ah
魐	鬼 ac
魒	鬼示 af
魕	鬼丶 ai
魗	士鬼 ga
魙	氵鬼 ka
魚	魚 wv
魛	魚刀 wp
魜	魚人 wj
魞	魚入 wj
魟	魚工 wu
魢	魚己 wv
魤	魚 wv
魧	魚几 wo
魩	魚 we
魬	魚又 wr
魭	魚儿 wp
魮	魚匕 wv
魯	魚日 wo
魰	魚文 wv
魲	魚户 wm
魴	魚方 wl
魵	魚刀 wp
魶	魚人 wj
魺	魚可 wz
魼	魚厶 wk
魽	魚甘 wz
魿	魚龴 wk
鮀	魚匕 wv
鮂	魚人 wj
鮃	魚丷 wh
鮆	魚 sw
鮇	魚未 wa
鮈	魚句 wg
鮉	魚口 wd
鮊	魚白 wu
鮌	魚幺 wi
鮍	魚皮 wr
鮎	魚口 wd
鮏	魚生 wl
鮐	魚口 wd
鮑	魚巳 wv
鮒	魚寸 wk
鮓	魚乍 ww
鮕	魚古 wc
鮖	魚石 wm
鮘	魚弋 wp
